ax,ay,az,gx,gy,gz,mx,my,mz,timestamp
3.76,22.75,4.47,0.24,-6.90,2.16,-7.50,61.12,-46.04,46428
-7.54,10.38,-4.99,-1.55,-5.08,0.38,-7.83,62.35,-42.02,46462
-6.82,9.38,-1.23,-1.94,-2.50,0.09,-6.61,63.46,-38.82,46497
10.44,8.54,-6.64,-3.09,0.41,-1.56,-6.31,64.66,-31.75,46531
8.87,13.15,-7.94,-3.24,2.28,-1.03,-6.37,65.71,-26.67,46565
8.79,14.02,-9.75,-3.58,4.91,-0.47,-3.58,67.00,-21.48,46599
11.91,8.87,-31.37,-4.00,7.25,-0.44,2.67,70.62,-11.56,46633
-0.16,7.06,-37.89,-2.79,7.99,-0.52,8.13,74.01,-1.59,46667
9.13,3.02,-25.86,-1.41,8.70,-1.21,11.72,76.51,11.39,46702
-18.98,3.99,-39.16,0.90,7.89,-3.66,-0.61,82.30,21.28,46736
7.93,6.58,-0.66,2.04,1.80,0.47,0.51,83.15,29.17,46770
-8.78,9.29,2.27,1.95,2.45,0.91,6.61,84.03,31.54,46804
-8.92,0.36,1.81,1.90,-0.28,1.71,13.49,83.69,31.57,46838
-10.21,13.96,2.73,3.84,-4.97,4.52,30.85,82.01,23.15,46873
-9.51,15.51,6.14,3.73,-6.54,3.32,53.77,73.87,6.46,46907
-4.82,11.88,2.34,2.76,-5.06,2.27,64.59,65.33,-5.92,46941
-21.38,-22.26,-13.20,1.28,-6.89,1.40,72.27,54.69,-21.38,46975
-10.63,3.04,13.20,0.96,-4.67,0.60,79.54,34.33,-39.42,47009
-8.08,12.98,-1.75,0.24,-3.33,2.47,80.59,20.71,-46.90,47043
1.96,13.46,-2.01,-0.25,-3.83,2.69,78.47,5.82,-55.63,47078
-1.01,14.49,3.77,-0.79,-3.04,2.19,74.09,-3.30,-61.18,47112
5.75,12.86,-0.66,-1.84,-1.56,0.38,70.52,-8.27,-64.75,47146
1.99,6.38,-7.18,-2.31,-0.01,-0.36,68.47,-8.71,-65.35,47180
1.68,6.72,-3.90,-2.21,0.34,-0.34,68.37,-9.98,-65.27,47214
-1.96,5.92,-9.10,-2.56,1.41,-1.41,68.99,-8.45,-63.23,47249
-1.69,6.43,-7.18,-2.40,1.93,-0.74,72.03,-7.04,-58.42,47283
0.57,11.01,-7.23,-2.36,2.12,-1.04,73.49,-7.06,-53.17,47317
1.40,8.81,-7.67,-2.37,2.09,-1.17,74.51,-6.88,-46.46,47351
-0.29,13.09,-5.92,-2.22,2.14,-1.21,73.82,-6.84,-41.61,47385
2.82,12.10,-10.57,-2.48,2.98,-1.27,72.43,-5.61,-34.11,47419
5.79,13.26,-9.01,-2.13,3.24,-0.40,69.79,-6.52,-24.55,47454
-1.45,11.02,-11.08,-2.38,3.37,-0.46,67.47,-8.05,-16.22,47488
0.91,12.59,-16.16,-1.99,3.08,0.14,61.91,-11.65,-5.73,47522
-4.75,10.88,-9.58,-1.46,2.30,0.29,55.95,-15.61,-1.33,47556
-4.29,9.25,-8.88,-1.46,2.53,0.38,47.87,-18.81,3.43,47590
-4.15,9.94,-7.78,-1.37,2.56,0.17,37.45,-19.85,8.23,47625
-12.19,7.49,-10.45,-1.27,2.45,-0.23,30.05,-18.69,10.11,47659
-7.61,10.17,-6.74,-0.65,2.11,-0.13,23.37,-16.52,13.88,47693
-10.66,3.37,-5.91,-0.36,1.38,-0.32,16.90,-13.88,15.64,47727
-4.62,10.47,-7.30,0.02,1.07,0.35,12.83,-11.11,17.86,47761
-4.09,10.61,-0.32,-0.15,1.09,0.53,7.95,-7.50,20.97,47795
-0.18,8.87,-3.33,-0.45,0.92,0.26,4.69,-3.60,22.99,47830
-6.53,8.07,-6.73,-0.62,2.02,-0.16,0.89,-0.53,25.75,47864
0.27,11.97,-7.25,-0.70,2.01,-0.56,-4.63,1.74,28.54,47898
-10.98,9.07,-8.92,-0.50,1.73,-0.67,-7.83,4.43,30.08,47932
-1.39,10.11,-5.81,-0.34,1.47,-0.45,-10.41,5.86,31.39,47966
-1.28,11.29,-2.36,-0.29,1.33,-0.11,-12.66,6.90,32.64,48000
1.20,13.91,-4.42,-0.25,1.06,0.39,-14.73,8.05,32.90,48035
-1.34,11.66,-0.56,-0.46,1.44,0.40,-17.00,9.18,32.13,48069
-1.03,10.45,-6.70,-0.83,2.03,-0.13,-19.56,10.58,30.62,48103
-2.93,7.94,-9.08,-0.99,2.10,-0.29,-21.81,11.21,28.34,48137
0.72,9.18,-6.70,-0.81,1.88,-0.43,-23.69,12.19,25.69,48171
-3.23,9.93,-5.15,-0.84,2.19,-0.28,-24.58,12.76,24.31,48206
-3.98,12.54,-1.06,-0.65,1.76,-0.01,-23.91,13.45,22.00,48240
-7.31,5.96,-11.00,-1.11,1.41,-0.45,-23.28,13.46,21.13,48274
-3.45,6.39,-3.56,-0.73,1.10,0.44,-22.08,13.26,21.19,48308
-4.67,5.08,-5.74,-0.64,0.71,0.14,-20.91,13.88,20.55,48342
0.22,9.88,-2.45,-0.72,1.01,0.32,-19.41,14.76,21.47,48376
-0.64,11.70,-3.80,-1.36,2.01,0.18,-19.29,14.98,23.03,48411
-3.67,12.47,-13.03,-1.84,3.05,0.19,-22.13,14.26,25.08,48445
-7.83,11.10,-10.75,-1.39,3.21,0.07,-25.27,13.33,26.03,48479
-3.34,14.12,-9.40,-1.24,3.58,0.12,-31.16,12.00,28.21,48513
-5.61,9.53,-9.10,-0.72,2.72,0.15,-35.71,11.63,28.75,48547
-2.06,7.95,-3.88,-0.51,2.38,0.20,-40.49,12.06,30.04,48582
0.07,10.76,-12.25,-0.70,2.99,0.35,-46.76,13.56,29.09,48616
1.94,12.91,-11.14,-0.39,4.68,1.09,-53.58,15.95,25.17,48650
-3.00,11.04,-7.72,-0.25,5.42,0.11,-61.63,18.75,16.19,48684
-0.22,8.84,-8.19,-0.43,3.28,-0.50,-67.60,20.48,10.48,48718
-4.47,6.38,-5.64,0.23,0.90,0.50,-69.60,22.79,8.24,48752
-9.89,6.84,-2.21,0.96,-0.47,1.31,-67.41,28.81,10.30,48787
-14.40,6.08,-0.30,0.31,-1.88,-0.69,-65.52,30.30,14.41,48821
-5.13,9.05,-5.23,1.29,-2.10,-0.10,-63.14,29.11,20.04,48855
-8.41,7.94,-0.24,0.80,-1.69,-0.32,-59.60,30.37,24.20,48889
-8.36,6.64,-3.13,0.67,-1.37,-0.64,-57.10,29.11,27.59,48923
-6.49,8.01,-0.04,0.78,-1.04,-0.10,-54.95,29.25,33.12,48958
-5.17,9.37,-0.44,0.86,-1.10,-0.48,-52.53,29.11,32.90,48992
1.62,10.13,-5.80,0.82,-0.80,-0.45,-50.53,28.68,34.45,49026
2.46,11.28,0.27,0.45,-0.20,-0.42,-49.46,27.54,36.33,49060
1.72,10.78,-2.38,0.01,0.38,-0.32,-49.49,25.46,36.32,49094
-2.81,9.99,-3.52,-0.18,0.50,-0.13,-49.44,22.86,37.42,49128
-4.78,8.98,-4.11,-0.60,0.61,-0.17,-50.51,17.68,38.38,49163
-4.25,7.28,-5.96,-0.86,1.05,-0.19,-52.94,13.11,37.80,49197
-0.88,9.20,-5.51,-1.02,1.68,0.15,-56.08,9.30,35.95,49231
1.62,14.02,-3.56,-1.07,2.74,1.24,-62.16,5.95,30.53,49265
13.59,10.86,-10.68,-1.76,6.13,-0.09,-70.77,3.92,17.52,49299
13.70,5.99,-18.97,-1.56,7.87,-1.37,-82.24,-2.13,-10.45,49333
-2.84,4.57,-16.51,-0.98,4.97,-1.19,-84.41,-3.43,-29.77,49368
-3.38,8.92,-4.30,0.36,0.80,0.57,-83.60,-0.50,-39.14,49402
-2.19,10.10,0.58,-0.04,0.96,0.47,-82.33,4.57,-48.39,49436
-4.09,8.57,-0.21,-0.67,0.32,0.04,-80.49,8.74,-54.27,49470
-6.86,8.46,-1.83,0.34,-0.94,0.98,-78.52,14.76,-57.02,49504
-7.26,7.71,-2.47,0.49,-2.12,1.42,-77.30,20.27,-53.96,49539
-3.15,11.34,0.61,0.61,-2.76,1.52,-77.48,25.21,-49.93,49573
-4.45,7.22,-4.51,-0.24,-0.65,-0.43,-76.67,27.32,-47.37,49607
-8.85,6.99,-4.86,-0.19,0.51,-0.51,-75.12,26.69,-49.96,49641
-18.25,5.23,-5.19,0.16,0.74,-1.55,-74.89,23.87,-53.35,49675
-8.60,3.91,-7.78,0.52,-1.04,-1.60,-76.44,18.97,-51.89,49709
